id,surah_number,ayah_number,word,word_plain,meaning,sort_order,ayah_id
8009,40,15,يَوۡمَ ٱلتَّلَاقِ,يوم ٱلتلاق,يومَ القِيامةِ الَّذِي يَلْتَقِي فِيهِ الأوَّلُونَ والآخِرُونَ.,3,22856
8010,40,16,بَٰرِزُونَ,برزون,يَظْهَرُونَ أَمامَ رَبِّهِم.,1,22857
8011,40,16,ٱلۡقَهَّارِ,ٱلقهار,الَّذِي قَهَرَ جَميعَ الخَلائِقِ، فَكُلُّها تَحْتَ تَصَرُّفِهِ وتَدْبِيرِهِ؛ فَلَا تَتَحَرَّكُ وَلَا تَسْكُنُ إِلَّا بِإِذْنِهِ.,2,22857
8012,40,18,يَوۡمَ ٱلۡأٓزِفَةِ,يوم ٱلأزفة,يَوْمَ القِيامَةِ القريبَ وإِنِ اسْتَبْعَدُوهُ.,1,22859
8158,41,15,بِـَٔايَٰتِنَا,بـايتنا,المُعْجزات.,1,22941
8013,40,18,ٱلۡحَنَاجِرِ,ٱلحناجر,جَمْعِ حَنْجَرةٍ، وهي الحُلْقُومُ.,2,22859
8014,40,18,كَٰظِمِينَ,كظمين,مُمْتلِئِين غمّاً وحُزْناً.,3,22859
8015,40,18,حَمِيمٖ,حميم,قَرِيبٍ وصاحِبٍ.,4,22859
8016,40,18,شَفِيعٖ,شفيع,يَشْفَعُ لَهُم عنْدَ رَبِّهِم.,5,22859
8017,40,18,يُطَاعُ,يطاع,يُسْتَجابُ لَهُ.,6,22859
8018,40,19,خَآئِنَةَ ٱلۡأَعۡيُنِ,خائنة ٱلأعين,ما تَخْتَلِسُهُ العُيُونُ مِن نظَرَاتٍ.,1,22860
8019,40,20,يَقۡضِي بِٱلۡحَقِّ,يقضي بٱلحق,يَحْكُمُ بالعَدْلِ.,1,22861
8020,40,20,لَا يَقۡضُونَ بِشَيۡءٍ,لا يقضون بشيء,لا يَحْكُمُونَ بِشَيءٍ؛ لأنَّ هذه الآلهةَ لا تَعْلَمُ شَيئاً، ولا تَقْدِرُ عَلَى شَيءٍ.,2,22861
8021,40,21,عَٰقِبَةُ ٱلَّذِينَ كَانُواْ مِن قَبۡلِهِمۡ,عقبة ٱلذين كانوا من قبلهم,خاتِمةُ ومَصِيرُ الأُمَمِ السَّابِقةِ قَبْلَهُم.,1,22862
8022,40,21,وَءَاثَارٗا فِي ٱلۡأَرۡضِ,وءاثارا في ٱلأرض,وَأبْقَى آثَارَاً مِنْهُم في الأَرْضِ يُسْتَدَلُّ بِها عَلَى قُوَّتِهِم.,2,22862
8023,40,21,فَأَخَذَهُمُ,فأخذهم,فَأَهْلَكَهُم.,3,22862
8024,40,21,وَاقٖ,واق,دافعٍ يَدْفَعُ عَنْهُم عَذابَ اللهِ.,4,22862
8025,40,23,وَسُلۡطَٰنٖ,وسلطن,حُجَّةٍ.,1,22864
8026,40,25,وَٱسۡتَحۡيُواْ نِسَآءَهُمۡ,وٱستحيوا نساءهم,اسْتَبْقُوا نِسَاءَهم لِلْخِدْمَةِ والاسْتِرْقاقِ.,1,22866
8027,40,25,وَمَا كَيۡدُ ٱلۡكَٰفِرِينَ إِلَّا فِي ضَلَٰلٖ,وما كيد ٱلكفرين إلا في ضلل,وما تَدْبِيرُ الكافِرِينَ إلا في ذَهابٍ وَهَلَاكٍ.,2,22866
8028,40,26,ذَرُونِيٓ,ذروني,اتْرُكُونِي.,1,22867
8029,40,26,ٱلۡأَرۡضِ,ٱلأرض,أَرْضِ مِصْرَ.,2,22867
8030,40,27,عُذۡتُ,عذت,لَجَأْتُ واسْتَجَرْتُ.,1,22868
8031,40,28,يُصِبۡكُم,يصبكم,يَلْحَقْكُم.,1,22869
8032,40,28,يَعِدُكُمۡ,يعدكم,يَتَوَعَّدُكُم بهِ مِنَ العُقُوبَةِ.,2,22869
8033,40,28,مُسۡرِفٞ,مسرف,مُتَجاوِزٌ لِلْحَدِّ بالشِّرْكِ والقَتْلِ بِغَيْرِ حَقٍّ.,3,22869
8034,40,29,ظَٰهِرِينَ,ظهرين,غالِبينَ.,1,22870
8035,40,29,ٱلۡأَرۡضِ,ٱلأرض,أَرْضِ مِصْرَ.,2,22870
8036,40,29,فَمَن يَنصُرُنَا,فمن ينصرنا,فَمَن يَدْفَعُ عَنَّا.,3,22870
8037,40,29,بَأۡسِ ٱللَّهِ,بأس ٱلله,عَذَابِ اللهِ.,4,22870
8038,40,29,مَآ أُرِيكُمۡ إِلَّا مَآ أَرَىٰ,ما أريكم إلا ما أرى,ما أُرِيكُم منَ الرّأيِ والنَّصِيحَةِ إِلَّا ما أَرَى لِنَفْسِي وَلَكُم صَلاحاً وصَواباً.,5,22870
8039,40,29,سَبِيلَ ٱلرَّشَادِ,سبيل ٱلرشاد,طَرِيقَ الحقِّ والصَّوابِ.,6,22870
8040,40,30,يَوۡمِ ٱلۡأَحۡزَابِ,يوم ٱلأحزاب,يَوْمِ عَذَابِ الَّذينَ تَجَمَّعُوا على أنبيائِهِم فَأَهْلكَهُم اللهُ.,1,22871
8041,40,31,دَأۡبِ,دأب,عادَةِ.,1,22872
8042,40,32,يَوۡمَ ٱلتَّنَادِ,يوم ٱلتناد,يَومَ يُنادِي فِيه بعضُ النَّاسِ بَعْضاً مِنْ هَوْلِ الموقِفِ.,1,22873
8043,40,33,تُوَلُّونَ,تولون,تَذْهَبُونَ وتَنْصَرِفُونَ.,1,22874
8044,40,33,مُدۡبِرِينَ,مدبرين,ذاهِبِينَ هارِبِينَ.,2,22874
8045,40,33,عَاصِمٖ,عاصم,مانِعٍ يَمْنَعُكُم.,3,22874
8046,40,34,بِٱلۡبَيِّنَٰتِ,بٱلبينت,الدَّلَائِلِ المُظْهِرَةِ أنَّهُ رَسُول مِنَ اللهِ.,1,22875
8047,40,34,هَلَكَ,هلك,ماتَ.,2,22875
8048,40,34,مُسۡرِفٞ,مسرف,مُتَجاوِزٌ لِلْحَقِّ.,3,22875
8049,40,34,مُرۡتَابٌ,مرتاب,شَاكٌّ في وَحْدانِيَّةِ اللهِ.,4,22875
8050,40,35,سُلۡطَٰنٍ,سلطن,حُجَّةٍ مَقْبُولةٍ.,1,22876
8051,40,35,يَطۡبَعُ ٱللَّهُ,يطبع ٱلله,يَخْتِمُ اللهُ.,2,22876
8052,40,35,جَبَّارٖ,جبار,الَّذِي يُكْرِهُ الناسَ عَلَى مَا لَا يُحِبُّونَ عَمَلَه لِظُلْمِهِ.,3,22876
8053,40,36,صَرۡحٗا,صرحا,بِناءً عَظِيماً.,1,22877
8054,40,36,ٱلۡأَسۡبَٰبَ,ٱلأسبب,أبْوابَ السَّمَواتِ وما يُوصِلُنِي إِلَيها.,2,22877
8055,40,37,كَيۡدُ,كيد,احْتِيالُ.,1,22878
8056,40,37,تَبَابٖ,تباب,خَسَارٍ وَبَوارٍ.,2,22878
8057,40,39,مَتَٰعٞ,متع,تَمَتُّعٌ في مُدَّةٍ قَلِيلَةٍ.,1,22880
8058,40,39,ٱلۡقَرَارِ,ٱلقرار,الدَّوَامِ في المكانِ.,2,22880
8059,40,40,بِغَيۡرِ حِسَابٖ,بغير حساب,بِغَيرِ تَقْتِيرٍ.,1,22881
8060,40,43,لَا جَرَمَ,لا جرم,حَقّاً.,1,22884
8061,40,43,لَيۡسَ لَهُۥ دَعۡوَةٞ,ليس له دعوة,لا يَمْلِكُ إِجابَةَ دَعْوَةِ الدَّاعِينَ.,2,22884
8062,40,43,مَرَدَّنَآ,مردنا,مَصِيرَنَا.,3,22884
8063,40,43,ٱلۡمُسۡرِفِينَ,ٱلمسرفين,المتَعَدِّينَ حُدُودَهُ بالشِّرْكِ باللهِ.,4,22884
8064,40,44,وَأُفَوِّضُ أَمۡرِيٓ إِلَى ٱللَّهِ,وأفوض أمري إلى ٱلله,وَأَتَوَكَّلُ عَلَى اللهِ وأَلْجَأُ إِلَيهِ وَأَعْتَصِمُ بِهِ.,1,22885
8065,40,45,سَيِّـَٔاتِ مَا مَكَرُواْ,سيـات ما مكروا,عُقُوباتِ مَكْرِ فِرْعَونَ وآلِهِ.,1,22886
8066,40,45,وَحَاقَ,وحاق,وَحَلَّ.,2,22886
8067,40,46,يُعۡرَضُونَ عَلَيۡهَا,يعرضون عليها,يُشاهِدُونَ مَقاعِدَهُم في النَّارِ.,1,22887
8068,40,46,غُدُوّٗا,غدوا,أوَّلَ النَّهارِ.,2,22887
8069,40,46,وَعَشِيّٗا,وعشيا,آخِرَ النَّهارِ.,3,22887
8070,40,47,يَتَحَآجُّونَ,يتحاجون,يتخاصَمُونَ.,1,22888
8071,40,47,نَصِيبٗا,نصيبا,قِسْطاً.,2,22888
8072,40,50,بِٱلۡبَيِّنَٰتِ,بٱلبينت,بالحُجَجِ الوَاضِحَةِ.,1,22891
8073,40,50,إِلَّا فِي ضَلَٰلٍ,إلا في ضلل,إِلَّا في ضَياعٍ.,2,22891
8074,40,51,وَيَوۡمَ يَقُومُ ٱلۡأَشۡهَٰدُ,ويوم يقوم ٱلأشهد,يَوْمَ القِيامةِ، فَيُشْهَدُ للرُّسُلِ بالتَّبْلِيغِ، وَعَلَى الكُفَّارِ بالتَّكْذِيبِ.,1,22892
8075,40,52,وَلَهُمُ ٱللَّعۡنَةُ,ولهم ٱللعنة,وَلَهُم الطَّرْدُ مِن رحْمَةِ اللهِ.,1,22893
8076,40,52,سُوٓءُ ٱلدَّارِ,سوء ٱلدار,الدَّارُ السَّيِّئَةُ في الآخِرَةِ وهي النَّارُ.,2,22893
8077,40,53,ٱلۡكِتَٰبَ,ٱلكتب,التَّوراةَ.,1,22894
8078,40,54,لِأُوْلِي ٱلۡأَلۡبَٰبِ,لأولي ٱلألبب,لِأصْحابِ العُقُولِ السَّلِيمةِ.,1,22895
8079,40,55,بِٱلۡعَشِيِّ,بٱلعشي,آخِرِ النَّهارِ.,1,22896
8080,40,55,وَٱلۡإِبۡكَٰرِ,وٱلإبكر,أَوَّلِ النَّهارِ.,2,22896
8081,40,56,سُلۡطَٰنٍ,سلطن,بُرْهانٍ وحُجَّةٍ.,1,22897
8082,40,58,ٱلۡمُسِيٓءُ,ٱلمسيء,مَنْ كَفَرَ بِاللهِ وخالَفَ أَمْرَهُ.,1,22899
8083,40,60,ٱدۡعُونِيٓ,ٱدعوني,خُصُّونِي بِدُعاءِ العِبادةِ ودُعاءِ المسْأَلةِ.,1,22901
8084,40,60,يَسۡتَكۡبِرُونَ عَنۡ عِبَادَتِي,يستكبرون عن عبادتي,يَتَكَبَّرُونَ عَنْ إفْرَادِي بالعِبادَةِ.,2,22901
8085,40,60,دَاخِرِينَ,داخرين,صاغِرِينَ ذَلِيلِينَ.,3,22901
8086,40,61,لِتَسۡكُنُواْ,لتسكنوا,لِتَهْدَؤُوا فِيهِ مِنَ الحرَكَةِ والتَّعَبِ.,1,22902
8087,40,61,مُبۡصِرًا,مبصرا,مُضِيئاً يُبْصِرُ فِيهِ النَّاسُ.,2,22902
8088,40,62,فَأَنَّىٰ تُؤۡفَكُونَ,فأنى تؤفكون,فَكَيفَ تُصْرَفُونَ عَنِ الحقِّ والصَّوابِ فَتَعْدِلُونَ عَنِ الإيمانِ باللهِ، وتَعْبُدُونَ غَيرَه؟,1,22903
8089,40,63,يُؤۡفَكُ,يؤفك,يُصْرَفُ عَنِ الحقِّ.,1,22904
8090,40,63,بِـَٔايَٰتِ ٱللَّهِ,بـايت ٱلله,مُعْجِزاتِهِ.,2,22904
8091,40,63,يَجۡحَدُونَ,يجحدون,يُكَذِّبُونَ.,3,22904
8092,40,64,جَعَلَ لَكُمُ ٱلۡأَرۡضَ قَرَارٗا,جعل لكم ٱلأرض قرارا,مَكَانَ اسْتِقْرارٍ، وَيَسَّرَ لَكُم الإِقامَةَ عَلَيها.,1,22905
8093,40,64,بِنَآءٗ,بناء,سَقْفاً للأَرْضِ.,2,22905
8094,40,64,وَصَوَّرَكُمۡ فَأَحۡسَنَ صُوَرَكُمۡ,وصوركم فأحسن صوركم,وَخَلَقَكُم في أكْمَلِ هَيْئَةٍ، وأحْسَنِ تَقْويمٍ.,3,22905
8095,40,64,فَتَبَارَكَ ٱللَّهُ,فتبارك ٱلله,فَتَكَاثَر خَيْرُهُ وفَضْلُهُ وبَرَكتُهُ.,4,22905
8096,40,65,ٱلۡحَيُّ,ٱلحي,الموصُوفُ بالحياةِ الحقِيقِيَّةِ الكَامِلةِ.,1,22906
8097,40,65,ٱلدِّينَ,ٱلدين,الطَّاعَةَ.,2,22906
8098,40,66,ٱلۡبَيِّنَٰتُ,ٱلبينت,دَلَائلُ التَّوحِيدِ.,1,22907
8099,40,66,أُسۡلِمَ,أسلم,أخْضَعَ وأنقادَ بالطَّاعةِ التامَّةِ.,2,22907
8100,40,67,نُطۡفَةٖ,نطفة,مَنِيٍّ.,1,22908
8101,40,67,عَلَقَةٖ,علقة,دَمٍ غَلِيظٍ أحْمَرَ.,2,22908
8102,40,67,لِتَبۡلُغُوٓاْ أَشُدَّكُمۡ,لتبلغوا أشدكم,ليَتِمَّ خَلْقُكُم، وَتَتَكَامَلَ قُواكُم، ويَتَناهَى شَبَابُكُم.,3,22908
8103,40,67,شُيُوخٗا,شيوخا,جَمْعُ شَيخ، وهو مَن بَلَغَ سِنّ الخمْسِينَ إلى آخِرِ عُمُرِهِ.,4,22908
8104,40,70,بِٱلۡكِتَٰبِ,بٱلكتب,بالقرآنِ.,1,22911
8105,40,71,ٱلۡأَغۡلَٰلُ,ٱلأغلل,جَمْعُ غُلٍّ، وهو القَيْدُ يُقَيَّدُ بِه، فَتُجْعَلُ العُنُقُ في وَسطِه.,1,22912
8106,40,71,وَٱلسَّلَٰسِلُ,وٱلسلسل,جَمْعُ سِلْسِلةٍ، وهي مَجْمُوعُ حِلَقٍ غَلِيظَةٍ مِنْ حَدِيدٍ، مُتَّصِلٍ بَعْضُها بِبَعْضٍ.,2,22912
8107,40,71,يُسۡحَبُونَ,يسحبون,يُجَرُّونَ.,3,22912
8108,40,72,ٱلۡحَمِيمِ,ٱلحميم,الماءِ الحارِّ الَّذِي اشْتَدَّ غَلَيانُه وحَرُّهُ.,1,22913
8109,40,72,يُسۡجَرُونَ,يسجرون,يُوقَدُ بِهِم.,2,22913
8110,40,74,ضَلُّواْ عَنَّا,ضلوا عنا,غابُوا عَنْ عُيُونِنا.,1,22915
8111,40,75,تَفۡرَحُونَ,تفرحون,تَفْرَحُونَ بِما تَقْتَرِفُونَهُ مِنَ المعاصِي والآثامِ.,1,22916
8112,40,75,تَمۡرَحُونَ,تمرحون,تَبْطَرُونَ وتَبغُونَ على عِبادِ اللهِ.,2,22916
8113,40,76,مَثۡوَى ٱلۡمُتَكَبِّرِينَ,مثوى ٱلمتكبرين,مَنْزِلُهُم.,1,22917
8114,40,78,بِـَٔايَةٍ,بـاية,بِمُعْجِزَةٍ.,1,22919
8115,40,78,أَمۡرُ ٱللَّهِ,أمر ٱلله,بِنُزُولِ العَذابِ على الكُفَّارِ.,2,22919
8116,40,78,ٱلۡمُبۡطِلُونَ,ٱلمبطلون,الَّذين يَتَّبِعُونَ الباطِلَ.,3,22919
8117,40,80,وَلِتَبۡلُغُواْ عَلَيۡهَا حَاجَةٗ فِي صُدُورِكُمۡ,ولتبلغوا عليها حاجة في صدوركم,وَلِتَبْلُغُوا بالحُمُولَةِ على بَعْضِها، وهي الإِبِلُ، حاجَةً في صُدُورِكُم مِنَ الوصُولِ إلى الأقْطارِ البعِيدةِ. والحاجةُ: النِّيَّةُ والعَزِيمَةُ.,1,22921
8118,40,80,ٱلۡفُلۡكِ,ٱلفلك,السُّفُنِ.,2,22921
8119,40,82,وَءَاثَارٗا فِي ٱلۡأَرۡضِ,وءاثارا في ٱلأرض,وَأَبْقَى آثاراً في الأرضِ مِنَ الأَبْنِيَةِ، والمصانِع، والغِراسِ.,1,22923
8120,40,82,فَمَآ أَغۡنَىٰ,فما أغنى,فَمَا أَجْزَأَ وَكَفَى.,2,22923
8121,40,83,بِٱلۡبَيِّنَٰتِ,بٱلبينت,بالمُعْجِزاتِ الظَّاهِراتِ.,1,22924
8122,40,83,فَرِحُواْ بِمَا عِندَهُم مِّنَ ٱلۡعِلۡمِ,فرحوا بما عندهم من ٱلعلم,المُناقِضِ لِمَا جاءتْ به الرُّسُلُ، وقالُوا: نَحْنُ أَعْلمُ مِنَ الرُّسُلِ وَلَن نُعَذَّبَ.,2,22924
8123,40,83,وَحَاقَ بِهِم,وحاق بهم,وَنَزَلَ بِهم وأَحاطَ.,3,22924
8124,40,83,مَا كَانُواْ بِهِۦ يَسۡتَهۡزِءُونَ,ما كانوا به يستهزءون,ما كَانُوا يَسْتَعْجِلُونَ بِهِ رسُلَهُم عَلَى سَبِيلِ السُّخْرِيَةِ والاسْتِهْزاءِ، وَهُوَ عَذابُ الاسْتِئْصالِ.,4,22924
8125,40,84,بَأۡسَنَا,بأسنا,عَذَابَنا.,1,22925
8126,40,85,سُنَّتَ ٱللَّهِ ٱلَّتِي قَدۡ خَلَتۡ فِي عِبَادِهِۦ,سنت ٱلله ٱلتي قد خلت في عباده,طَرِيقَتَهُ الَّتِي سَنَّها في الأُمَم كلِّها؛ ألَّا ينفَعَها الإِيمانُ إذا رَأَوا العَذَابَ.,1,22926
8127,40,85,وَخَسِرَ هُنَالِكَ ٱلۡكَٰفِرُونَ,وخسر هنالك ٱلكفرون,وَهَلَكَ عِنْدَ مَجِيءِ بأْسِ اللهِ الكافِرُونَ بِرَبِّهِم.,2,22926
8128,41,1,حمٓ,حم,سَبَقَ الكَلَامُ عَلَى الحُرُوفِ المُقَطَّعةِ في أوَّلِ سُورَةِ البَقَرةِ.,1,22927
8129,41,3,فُصِّلَتۡ,فصلت,بُيِّنتْ، أو نُوِّعَتْ.,1,22929
8130,41,4,لَا يَسۡمَعُونَ,لا يسمعون,لَهُ سَمَاعَ قَبُولٍ وإِجابَةٍ.,1,22930
8131,41,5,أَكِنَّةٖ,أكنة,أغْطية تَمْنَعُنا من فَهْم ما تَدْعُوننا إليه.,1,22931
8132,41,5,وَقۡرٞ,وقر,ثِقَلٌ وصَمَمٌ، يمْنَعُنا مِنَ السَّمْعِ.,2,22931
8133,41,5,حِجَابٞ,حجاب,ساتِرٌ يَحْجُبُنا عَنْ إِجابَةِ دَعْوَتِكَ.,3,22931
8134,41,6,فَٱسۡتَقِيمُوٓاْ إِلَيۡهِ,فٱستقيموا إليه,فاسْلُكُوا الطَّريقَ المُوصِلَ إِلَيهِ.,1,22932
8135,41,6,وَوَيۡلٞ,وويل,هَلَاكٌ وَعَذابٌ.,2,22932
8136,41,7,لَا يُؤۡتُونَ ٱلزَّكَوٰةَ,لا يؤتون ٱلزكوة,لا يُؤَدُّونَ الصَّدَقةَ إلى مُسْتَحِقِّيها.,1,22933
8137,41,8,غَيۡرُ مَمۡنُونٖ,غير ممنون,غَيرُ مَنْقُوصٍ وَلَا مَحْسُوبٍ ليُمَنَّ بِهِ، بَلْ هُوَ خالٍ مِنَ المَنِّ والأَذَى.,1,22934
8138,41,9,أَندَادٗا,أندادا,شُرَكَاءَ.,1,22935
8139,41,10,رَوَٰسِيَ,روسي,جِبالاً ثَوَابِتَ.,1,22936
8140,41,10,وَبَٰرَكَ فِيهَا,وبرك فيها,أَدَامَ خَيرَها، وأَنْبَتَ شَجَرَها.,2,22936
8141,41,10,وَقَدَّرَ,وقدر,وَقَسَّمَ.,3,22936
8142,41,10,أَقۡوَٰتَهَا,أقوتها,أَرْزَاقَ أَهْلِها، وَما يُصْلِحُهُم مِنَ المعاشِ.,4,22936
8143,41,10,فِيٓ أَرۡبَعَةِ أَيَّامٖ,في أربعة أيام,أي: في تَتمَّةِ الأيامِ الأرْبَعَةِ.,5,22936
8144,41,10,سَوَآءٗ,سواء,مُسْتَوِيَةً مُهَيَّأةً.,6,22936
8145,41,10,لِلسَّآئِلِينَ,للسائلين,لِلْمُحْتاجِينَ إِليها مِنَ البَشَرِ، أو لِمن يَطْلُبُ مَعْرِفَةَ ذَلكَ.,7,22936
8146,41,11,ٱسۡتَوَىٰٓ,ٱستوى,ارْتَفَعَ.,1,22937
8147,41,11,دُخَانٞ,دخان,بُخَارٌ مُرْتَفِعٌ.,2,22937
8148,41,11,ٱئۡتِيَا,ٱئتيا,انْقادَا لِأَمْرِي.,3,22937
8149,41,11,طَوۡعًا أَوۡ كَرۡهٗا,طوعا أو كرها,مُخْتارَتَينِ أو مُجْبَرتَين.,4,22937
8150,41,11,طَآئِعِينَ,طائعين,مُذْعِنِينَ لَكَ، ليسَ لَنا إِرَادَةٌ تُخالِفُ إِرادتَكَ.,5,22937
8151,41,12,فَقَضَىٰهُنَّ,فقضىهن,فأَوْجَدَهُنَّ وفَرَغَ من خَلْقِهنَّ.,1,22938
8152,41,12,وَأَوۡحَىٰ فِي كُلِّ سَمَآءٍ أَمۡرَهَا,وأوحى في كل سماء أمرها,وألقى في كل سماءٍ من السمواتِ السبعِ ما أراد من الأمورِ التي بها قِوامُها وصَلاحُها.,2,22938
